년월,시도명,시군구,승용관용,승용자가용,승용영업용,승합관용,승합자가용,승합영업용,화물관용,화물자가용,화물영업용,특수관용,특수자가용,특수영업용
202111 ,서울,강남구,153,200,280,573,219,6,4,413,619,84,176,13
202111 ,서울,강동구,104,127,104,196,132,404,3,722,680,445,154,12
202111 ,서울,강북구,103,60,921,143,63,167,2,559,719,343,131,7
202111 ,서울,강서구,127,163,906,402,176,435,5,8,1,6,427,156
202111 ,서울,관악구,94,99,276,32,102,402,3,646,317,12,151,9
202111 ,서울,광진구,87,79,869,65,83,21,2,515,390,948,162,10
202111 ,서울,구로구,102,112,990,911,123,3,4,745,636,445,132,14
202111 ,서울,금천구,45,69,633,432,73,110,3,151,481,654,68,10
202111 ,서울,노원구,87,128,533,630,134,250,3,939,857,848,167,10
202111 ,서울,도봉구,91,76,733,540,81,364,2,813,576,441,130,8
202111 ,서울,동대문구,109,80,98,519,82,726,3,46,129,230,145,9
202111 ,서울,동작구,111,93,445,187,94,743,2,649,141,842,146,6
202111 ,서울,마포구,103,100,908,449,105,460,2,946,600,599,165,9
202111 ,서울,서대문구,204,74,673,262,78,139,2,349,420,873,138,6
202111 ,서울,서초구,208,151,731,967,156,906,3,410,741,279,178,10
202111 ,서울,성동구,122,82,510,466,92,98,2,245,876,164,162,8
202111 ,서울,성북구,94,103,399,232,105,725,3,321,1,4,498,148
202111 ,서울,송파구,126,202,495,501,209,122,4,679,1,6,406,157
202111 ,서울,양천구,120,127,29,528,131,677,3,578,769,404,136,11
202111 ,서울,영등포구,132,117,4,713,120,849,4,317,172,544,173,14
202111 ,서울,용산구,136,69,803,1,70,940,2,80,60,195,136,5
202111 ,서울,은평구,101,111,694,980,115,775,3,671,746,462,146,10
202111 ,서울,종로구,1,699,39,741,41,465,645,1,652,3,553,358
202111 ,서울,중구,285,48,37,83,51,405,1,962,270,992,183,4
202111 ,서울,중랑구,78,88,967,742,94,787,3,608,556,197,126,11
202112 ,서울,강남구,152,200,358,151,218,661,4,348,611,13,179,13
202112 ,서울,강동구,105,126,873,211,132,189,3,721,678,441,154,12
202112 ,서울,강북구,102,60,845,139,63,86,2,556,719,338,130,7
202112 ,서울,강서구,125,164,486,485,177,96,5,3,1,6,409,157
202112 ,서울,관악구,94,99,15,42,102,151,3,619,310,979,152,9
202112 ,서울,광진구,88,79,766,98,82,952,2,507,391,942,163,10
202112 ,서울,구로구,102,112,959,31,123,92,4,738,629,431,133,14
202112 ,서울,금천구,44,69,563,560,73,167,3,143,482,647,68,10
202112 ,서울,노원구,87,128,613,715,134,415,3,919,862,833,169,10
202112 ,서울,도봉구,92,76,683,513,81,288,2,788,575,415,131,8
202112 ,서울,동대문구,111,80,187,479,82,777,3,32,129,216,146,9
202112 ,서울,동작구,111,93,439,182,94,732,2,621,141,815,147,6
202112 ,서울,마포구,102,100,945,417,105,464,2,928,596,579,166,9
202112 ,서울,서대문구,203,74,574,165,77,942,2,331,415,850,138,6
202112 ,서울,서초구,207,151,378,952,156,537,3,374,721,223,177,10
202112 ,서울,성동구,120,82,640,411,93,171,2,224,880,147,161,8
202112 ,서울,성북구,95,103,283,190,105,568,3,306,1,4,476,149
202112 ,서울,송파구,125,202,318,531,208,974,4,670,1,6,397,160
202112 ,서울,양천구,119,127,140,538,131,797,3,555,768,381,136,11
202112 ,서울,영등포구,132,117,96,707,120,935,4,303,171,531,177,15
202112 ,서울,용산구,135,69,749,1,70,885,2,80,60,195,137,5
202112 ,서울,은평구,100,111,829,997,115,926,3,631,745,422,149,10
202112 ,서울,종로구,1,736,38,743,41,475,666,1,654,3,576,371
202112 ,서울,중구,280,47,592,16,50,888,1,942,266,969,184,5
202112 ,서울,중랑구,79,89,13,784,94,876,3,591,553,178,127,11
202201 ,서울,강남구,151,200,545,340,219,36,4,338,609,1,179,13
202201 ,서울,강동구,103,126,883,182,132,168,3,701,674,417,155,12
202201 ,서울,강북구,104,60,967,134,63,205,2,551,719,333,130,7
202201 ,서울,강서구,127,164,621,431,177,179,4,939,1,6,384,157
202201 ,서울,관악구,94,99,161,41,102,296,3,597,310,957,152,9
202201 ,서울,광진구,87,79,867,499,83,453,2,509,386,939,163,10
202201 ,서울,구로구,100,113,58,933,123,91,4,701,631,389,127,14
202201 ,서울,금천구,51,69,694,545,73,290,3,121,481,631,74,10
202201 ,서울,노원구,87,128,881,672,134,640,3,903,856,812,169,10
202201 ,서울,도봉구,92,76,735,494,81,321,2,774,575,401,131,8
202201 ,서울,동대문구,108,80,263,489,82,860,3,32,134,221,143,9
202201 ,서울,동작구,112,93,630,177,94,919,2,624,140,817,147,6
202201 ,서울,마포구,102,101,2,399,105,503,2,909,592,556,166,9
202201 ,서울,서대문구,203,74,846,158,78,207,2,310,413,827,138,6
202201 ,서울,서초구,207,151,225,915,156,347,3,362,717,207,177,10
202201 ,서울,성동구,123,82,519,619,92,261,2,210,787,41,163,8
202201 ,서울,성북구,95,103,410,191,105,696,3,285,1,4,455,149
202201 ,서울,송파구,125,202,779,615,209,519,4,631,1,6,350,160
202201 ,서울,양천구,119,127,182,522,131,823,3,542,764,364,136,11
202201 ,서울,영등포구,132,117,251,696,121,79,4,284,171,512,178,15
202201 ,서울,용산구,135,69,698,70,828,55,61,60,2,137,5,268
202201 ,서울,은평구,101,111,919,998,116,18,3,604,744,394,147,10
202201 ,서울,종로구,1,736,39,674,41,451,678,1,643,3,576,365
202201 ,서울,중구,278,47,268,960,50,506,1,921,262,928,184,5
202201 ,서울,중랑구,80,89,329,742,95,151,3,588,549,171,125,11
202202 ,서울,강남구,150,200,564,854,219,568,4,309,628,991,179,13
202202 ,서울,강동구,101,126,797,158,132,56,3,680,695,416,154,12
202202 ,서울,강북구,104,60,819,125,63,48,2,524,719,306,130,7
202202 ,서울,강서구,126,164,624,371,177,121,4,910,1,6,340,157
202202 ,서울,관악구,95,99,119,89,102,303,3,577,312,939,150,9
202202 ,서울,광진구,87,79,971,434,83,492,2,490,382,916,163,10
202202 ,서울,구로구,100,112,987,767,122,854,4,692,606,355,125,14
202202 ,서울,금천구,51,69,787,543,73,381,3,112,480,621,74,10
202202 ,서울,노원구,87,128,884,664,134,635,3,881,854,788,169,10
202202 ,서울,도봉구,92,76,738,537,81,367,2,769,575,395,130,8
202202 ,서울,동대문구,108,80,280,497,82,885,3,22,134,211,141,9
202202 ,서울,동작구,110,93,492,177,94,779,2,604,140,794,130,6
202202 ,서울,마포구,102,100,918,395,105,415,2,912,594,561,162,9
202202 ,서울,서대문구,203,75,58,51,78,312,2,295,408,807,137,6
202202 ,서울,서초구,207,151,67,930,156,204,3,334,716,178,175,10
202202 ,서울,성동구,121,82,498,557,92,176,2,190,815,52,185,8
202202 ,서울,성북구,95,103,807,160,106,62,3,277,1,4,446,149
202202 ,서울,송파구,123,203,765,732,210,620,4,608,1,6,323,159
202202 ,서울,양천구,119,127,107,503,131,729,3,533,762,353,136,11
202202 ,서울,영등포구,134,117,247,692,121,73,4,291,172,520,178,15
202202 ,서울,용산구,135,69,673,70,796,55,56,60,2,137,5,249
202202 ,서울,은평구,100,111,957,81,116,138,3,583,747,375,143,10
202202 ,서울,종로구,1,735,38,1,339,42,1,678,1,256,3,574
202202 ,서울,중구,278,47,31,904,50,213,1,913,262,947,183,4
202202 ,서울,중랑구,80,89,569,719,95,368,3,581,548,163,119,11
202203 ,서울,강남구,153,200,576,823,219,552,4,293,626,973,179,13
202203 ,서울,강동구,101,126,760,127,131,988,3,680,699,420,153,12
