년월,시도명,시군구,승용관용,승용자가용,승용영업용,승용계,승합관용,승합자가용,승합영업용,승합계,화물관용,화물자가용,화물영업용,화물계,특수관용,특수자가용,특수영업용,특수계,관용,자가용,영업용,계
202111 ,서울,강남구,153,200,280,18,573,219,6,52,4,413,619,5,84,176,13,859,1,592,15,627
202111 ,서울,강동구,104,127,104,5,196,132,404,43,3,722,680,4,445,154,12,567,2,454,15,175
202111 ,서울,강북구,103,60,921,2,143,63,167,65,2,559,719,3,343,131,7,294,1,280,8,705
202111 ,서울,강서구,127,163,906,12,402,176,435,44,5,8,1,375,6,427,156,16,765,4,28,20
202111 ,서울,관악구,94,99,276,3,32,102,402,49,3,646,317,4,12,151,9,422,2,98,11,671
202111 ,서울,광진구,87,79,869,3,65,83,21,43,2,515,390,2,948,162,10,377,1,594,12,133
202111 ,서울,구로구,102,112,990,9,911,123,3,64,4,745,636,5,445,132,14,89,2,692,16,913
202111 ,서울,금천구,45,69,633,3,432,73,110,22,3,151,481,3,654,68,10,782,2,269,13,119
202111 ,서울,노원구,87,128,533,5,630,134,250,52,3,939,857,4,848,167,10,356,2,111,12,634
202111 ,서울,도봉구,91,76,733,4,540,81,364,52,2,813,576,3,441,130,8,491,2,8,10,629
202111 ,서울,동대문구,109,80,98,2,519,82,726,55,3,46,129,3,230,145,9,993,2,160,12,298
202111 ,서울,동작구,111,93,445,1,187,94,743,52,2,649,141,2,842,146,6,989,1,218,8,353
202111 ,서울,마포구,103,100,908,4,449,105,460,53,2,946,600,3,599,165,9,632,2,145,11,942
202111 ,서울,서대문구,204,74,673,3,262,78,139,104,2,349,420,2,873,138,6,73,1,874,8,85
202111 ,서울,서초구,208,151,731,4,967,156,906,128,3,410,741,4,279,178,10,944,4,856,15,978
202111 ,서울,성동구,122,82,510,9,466,92,98,43,2,245,876,3,164,162,8,625,2,122,10,909
202111 ,서울,성북구,94,103,399,2,232,105,725,44,3,321,1,133,4,498,148,8,932,1,719,10
202111 ,서울,송파구,126,202,495,6,501,209,122,94,4,679,1,633,6,406,157,25,702,5,23,30
202111 ,서울,양천구,120,127,29,4,528,131,677,57,3,578,769,4,404,136,11,574,2,817,14,527
202111 ,서울,영등포구,132,117,4,3,713,120,849,55,4,317,172,4,544,173,14,929,4,250,19,352
202111 ,서울,용산구,136,69,803,1,1,70,940,55,2,80,60,2,195,136,5,284,1,78,6,498
202111 ,서울,은평구,101,111,694,3,980,115,775,45,3,671,746,4,462,146,10,422,1,934,12,502
202111 ,서울,종로구,1,699,39,25,741,41,465,1,645,1,652,256,3,553,358,3,922,874,5,154
202111 ,서울,중구,285,48,37,3,83,51,405,760,1,962,270,2,992,183,4,858,1,855,6,896
202111 ,서울,중랑구,78,88,967,5,742,94,787,33,3,608,556,4,197,126,11,940,2,780,14,846
202111 ,서울,계,4,621,2,610,63,125,295,2,739,979,3,709,82,24,15,152,100,885,3,924
202112 ,서울,강남구,152,200,358,18,151,218,661,54,4,348,611,5,13,179,13,747,1,620,15,546
202112 ,서울,강동구,105,126,873,5,211,132,189,42,3,721,678,4,441,154,12,534,2,460,15,148
202112 ,서울,강북구,102,60,845,2,139,63,86,63,2,556,719,3,338,130,7,294,1,280,8,704
202112 ,서울,강서구,125,164,486,12,485,177,96,46,5,3,1,360,6,409,157,16,804,4,28,20
202112 ,서울,관악구,94,99,15,3,42,102,151,50,3,619,310,3,979,152,9,380,2,94,11,626
202112 ,서울,광진구,88,79,766,3,98,82,952,44,2,507,391,2,942,163,10,386,1,594,12,143
202112 ,서울,구로구,102,112,959,10,31,123,92,64,4,738,629,5,431,133,14,95,2,690,16,918
202112 ,서울,금천구,44,69,563,3,560,73,167,22,3,143,482,3,647,68,10,774,2,260,13,102
202112 ,서울,노원구,87,128,613,5,715,134,415,52,3,919,862,4,833,169,10,314,2,117,12,600
202112 ,서울,도봉구,92,76,683,4,513,81,288,52,2,788,575,3,415,131,8,483,2,7,10,621
202112 ,서울,동대문구,111,80,187,2,479,82,777,55,3,32,129,3,216,146,9,945,2,161,12,252
202112 ,서울,동작구,111,93,439,1,182,94,732,53,2,621,141,2,815,147,6,944,1,223,8,314
202112 ,서울,마포구,102,100,945,4,417,105,464,55,2,928,596,3,579,166,9,632,2,156,11,954
202112 ,서울,서대문구,203,74,574,3,165,77,942,104,2,331,415,2,850,138,6,43,1,866,8,47
202112 ,서울,서초구,207,151,378,4,952,156,537,128,3,374,721,4,223,177,10,912,4,875,15,964
202112 ,서울,성동구,120,82,640,10,411,93,171,43,2,224,880,3,147,161,8,648,2,162,10,971
202112 ,서울,성북구,95,103,283,2,190,105,568,44,3,306,1,126,4,476,149,8,915,1,717,10
202112 ,서울,송파구,125,202,318,6,531,208,974,95,4,670,1,632,6,397,160,25,629,5,56,30
202112 ,서울,양천구,119,127,140,4,538,131,797,58,3,555,768,4,381,136,11,571,2,807,14,514
202112 ,서울,영등포구,132,117,96,3,707,120,935,57,4,303,171,4,531,177,15,23,4,241,19,441
202112 ,서울,용산구,135,69,749,1,1,70,885,55,2,80,60,2,195,137,5,303,1,82,6,522
202112 ,서울,은평구,100,111,829,3,997,115,926,46,3,631,745,4,422,149,10,396,1,939,12,484
202112 ,서울,종로구,1,736,38,996,743,41,475,1,666,1,654,256,3,576,371,3,806,889,5,66
202112 ,서울,중구,280,47,592,3,16,50,888,761,1,942,266,2,969,184,5,4,1,872,7,60
202112 ,서울,중랑구,79,89,13,5,784,94,876,34,3,591,553,4,178,127,11,906,2,780,14,813
202112 ,서울,계,4,646,2,609,340,126,58,2,740,44,3,743,81,584,15,76,100,403,3,961
202201 ,서울,강남구,151,200,545,18,340,219,36,54,4,338,609,5,1,179,13,756,1,594,15,529
202201 ,서울,강동구,103,126,883,5,182,132,168,42,3,701,674,4,417,155,12,487,2,454,15,96
202201 ,서울,강북구,104,60,967,2,134,63,205,63,2,551,719,3,333,130,7,322,1,281,8,733
202201 ,서울,강서구,127,164,621,12,431,177,179,45,4,939,1,400,6,384,157,16,784,4,134,21
202201 ,서울,관악구,94,99,161,3,41,102,296,50,3,597,310,3,957,152,9,456,2,99,11,707
202201 ,서울,광진구,87,79,867,3,499,83,453,44,2,509,386,2,939,163,10,374,1,603,12,140
202201 ,서울,구로구,100,113,58,9,933,123,91,57,4,701,631,5,389,127,14,118,2,696,16,941
202201 ,서울,금천구,51,69,694,3,545,73,290,29,3,121,481,3,631,74,10,794,2,266,13,134
202201 ,서울,노원구,87,128,881,5,672,134,640,53,3,903,856,4,812,169,10,295,2,120,12,584
202201 ,서울,도봉구,92,76,735,4,494,81,321,52,2,774,575,3,401,131,8,446,2,16,10,593
202201 ,서울,동대문구,108,80,263,2,489,82,860,55,3,32,134,3,221,143,9,952,2,170,12,265
202201 ,서울,동작구,112,93,630,1,177,94,919,53,2,624,140,2,817,147,6,928,1,226,8,301
202201 ,서울,마포구,102,101,2,4,399,105,503,55,2,909,592,3,556,166,9,547,2,160,11,873
202201 ,서울,서대문구,203,74,846,3,158,78,207,104,2,310,413,2,827,138,6,42,1,862,8,42
202201 ,서울,서초구,207,151,225,4,915,156,347,128,3,362,717,4,207,177,10,803,4,898,15,878
202201 ,서울,성동구,123,82,519,9,619,92,261,44,2,210,787,3,41,163,8,650,2,133,10,946
202201 ,서울,성북구,95,103,410,2,191,105,696,45,3,285,1,125,4,455,149,8,884,1,716,10
202201 ,서울,송파구,125,202,779,6,615,209,519,98,4,631,1,621,6,350,160,25,639,5,50,30
202201 ,서울,양천구,119,127,182,4,522,131,823,58,3,542,764,4,364,136,11,614,2,795,14,545
202201 ,서울,영등포구,132,117,251,3,696,121,79,57,4,284,171,4,512,178,15,48,4,234,19,460
202201 ,서울,용산구,135,69,698,995,70,828,55,2,61,60,2,176,137,5,268,1,77,6,482,9
202201 ,서울,은평구,101,111,919,3,998,116,18,46,3,604,744,4,394,147,10,408,1,948,12,503
202201 ,서울,종로구,1,736,39,41,674,41,451,1,678,1,643,255,3,576,365,3,827,890,5,82
202201 ,서울,중구,278,47,268,2,960,50,506,745,1,921,262,2,928,184,5,10,1,882,7,76
202201 ,서울,중랑구,80,89,329,5,742,95,151,34,3,588,549,4,171,125,11,897,2,784,14,806
202201 ,서울,계,4,652,2,611,774,125,421,2,741,847,3,744,81,140,14,975,99,859,3,952
202202 ,서울,강남구,150,200,564,18,854,219,568,54,4,309,628,4,991,179,13,892,1,606,15,677
202202 ,서울,강동구,101,126,797,5,158,132,56,41,3,680,695,4,416,154,12,475,2,450,15,79
202202 ,서울,강북구,104,60,819,2,125,63,48,63,2,524,719,3,306,130,7,318,1,275,8,723
202202 ,서울,강서구,126,164,624,12,371,177,121,45,4,910,1,385,6,340,157,16,804,4,138,21
202202 ,서울,관악구,95,99,119,3,89,102,303,50,3,577,312,3,939,150,9,453,2,80,11,683
202202 ,서울,광진구,87,79,971,3,434,83,492,44,2,490,382,2,916,163,10,364,1,696,12,223
202202 ,서울,구로구,100,112,987,9,767,122,854,57,4,692,606,5,355,125,14,127,2,692,16,944
202202 ,서울,금천구,51,69,787,3,543,73,381,29,3,112,480,3,621,74,10,785,2,275,13,134
202202 ,서울,노원구,87,128,884,5,664,134,635,53,3,881,854,4,788,169,10,313,2,129,12,611
202202 ,서울,도봉구,92,76,738,4,537,81,367,51,2,769,575,3,395,130,8,434,2,7,10,571
202202 ,서울,동대문구,108,80,280,2,497,82,885,55,3,22,134,3,211,141,9,956,2,178,12,275
202202 ,서울,동작구,110,93,492,1,177,94,779,50,2,604,140,2,794,130,6,935,1,207,8,272
202202 ,서울,마포구,102,100,918,4,395,105,415,55,2,912,594,3,561,162,9,529,2,159,11,850
202202 ,서울,서대문구,203,75,58,3,51,78,312,104,2,295,408,2,807,137,6,21,1,869,8,27
202202 ,서울,서초구,207,151,67,4,930,156,204,128,3,334,716,4,178,175,10,827,4,892,15,894
202202 ,서울,성동구,121,82,498,9,557,92,176,47,2,190,815,3,52,185,8,621,2,59,10,865
202202 ,서울,성북구,95,103,807,2,160,106,62,45,3,277,1,124,4,446,149,8,899,1,716,10
202202 ,서울,송파구,123,203,765,6,732,210,620,98,4,608,1,617,6,323,159,25,439,5,53,30
202202 ,서울,양천구,119,127,107,4,503,131,729,58,3,533,762,4,353,136,11,602,2,788,14,526
202202 ,서울,영등포구,134,117,247,3,692,121,73,57,4,291,172,4,520,178,15,61,4,254,19,493
202202 ,서울,용산구,135,69,673,988,70,796,55,2,56,60,2,171,137,5,249,1,68,6,454,9
202202 ,서울,은평구,100,111,957,4,81,116,138,45,3,583,747,4,375,143,10,394,1,942,12,479
202202 ,서울,종로구,1,735,38,951,1,339,42,25,1,678,1,640,256,3,574,365,3,797,889,5
202202 ,서울,중구,278,47,31,2,904,50,213,772,1,913,262,2,947,183,4,914,1,880,6,977
202202 ,서울,중랑구,80,89,569,5,719,95,368,34,3,581,548,4,163,119,11,898,2,793,14,810
202202 ,서울,계,4,643,2,612,710,126,267,2,743,620,3,768,80,783,14,991,99,542,3,930
202203 ,서울,강남구,153,200,576,18,823,219,552,54,4,293,626,4,973,179,13,722,1,612,15,513
202203 ,서울,강동구,101,126,760,5,127,131,988,41,3,680,699,4,420,153,12,437,2,466,15,56
202203 ,서울,강북구,103,60,738,2,117,62,958,63,2,494,718,3,275,130,7,292,1,281,8,703
202203 ,서울,강서구,127,165,787,12,348,178,262,45,4,887,1,385,6,317,157,16,860,4,150,21
202203 ,서울,관악구,95,99,22,3,102,102,219,50,3,534,312,3,896,150,9,472,2,84,11,706
202203 ,서울,광진구,88,80,142,3,453,83,683,44,2,470,378,2,892,162,10,360,1,692,12,214
202203 ,서울,구로구,99,113,101,10,131,123,331,57,4,688,588,5,333,125,14,106,2,706,16,937
202203 ,서울,금천구,51,69,933,3,528,73,512,27,3,81,480,3,588,74,10,797,2,275,13,146
202203 ,서울,노원구,86,128,855,5,561,134,502,53,3,858,848,4,759,166,10,285,2,138,12,589
202203 ,서울,도봉구,92,76,643,4,606,81,341,51,2,736,576,3,363,130,8,429,2,2,10,561
202203 ,서울,동대문구,109,80,297,2,498,82,904,56,2,995,156,3,207,139,9,900,2,190,12,229
202203 ,서울,동작구,110,93,572,1,194,94,876,49,2,586,140,2,775,130,6,908,1,212,8,250
202203 ,서울,마포구,102,100,955,4,399,105,456,55,2,906,588,3,549,159,9,573,2,136,11,868
202203 ,서울,서대문구,203,74,989,3,61,78,253,104,2,280,408,2,792,134,6,12,1,873,8,19
202203 ,서울,서초구,208,150,923,5,22,156,153,127,3,313,719,4,159,174,10,855,4,875,15,904
202203 ,서울,성동구,121,82,651,9,31,91,803,47,2,185,838,3,70,187,8,628,2,66,10,881
202203 ,서울,성북구,95,104,302,2,180,106,577,47,3,249,1,127,4,423,150,8,888,1,722,10
202203 ,서울,송파구,124,204,346,6,754,211,224,98,4,576,1,624,6,298,159,25,306,5,97,30
202203 ,서울,양천구,120,127,116,4,432,131,668,56,3,518,760,4,334,136,11,620,2,819,14,575
202203 ,서울,영등포구,137,117,58,3,690,120,885,58,4,265,172,4,495,178,14,930,4,264,19,372
202203 ,서울,용산구,135,69,534,991,70,660,55,2,36,59,2,150,138,5,260,1,71,6,469,9
202203 ,서울,은평구,98,111,883,4,123,116,104,44,3,574,751,4,369,142,10,380,1,946,12,468
202203 ,서울,종로구,1,737,38,943,1,297,41,977,1,678,1,626,255,3,559,365,3,804,888,5
202203 ,서울,중구,277,46,779,2,853,49,909,774,1,905,264,2,943,182,4,899,1,904,6,985
202203 ,서울,중랑구,78,89,676,5,718,95,472,34,3,564,544,4,142,117,11,928,2,792,14,837
202203 ,서울,계,4,649,2,614,581,126,39,2,745,269,3,767,80,299,15,15,99,81,3,916
202204 ,서울,강남구,153,205,334,19,73,224,560,53,4,260,622,4,935,175,13,749,1,620,15,544
202204 ,서울,강동구,101,126,912,5,92,132,105,41,3,679,707,4,427,153,12,395,2,472,15,20
202204 ,서울,강북구,103,60,734,2,107,62,944,63,2,493,718,3,274,130,7,275,1,284,8,689
202204 ,서울,강서구,127,166,507,11,794,178,428,45,4,834,1,387,6,266,157,16,865,4,197,21
202204 ,서울,관악구,95,99,118,3,101,102,314,51,3,512,311,3,874,150,9,502,2,100,11,752
202204 ,서울,광진구,87,80,207,3,342,83,636,44,2,461,380,2,885,162,10,365,1,717,12,244
202204 ,서울,구로구,98,113,168,10,99,123,365,57,4,649,587,5,293,123,14,99,2,721,16,943
202204 ,서울,금천구,51,70,6,3,405,73,462,27,3,79,477,3,583,74,10,810,2,308,13,192
202204 ,서울,노원구,86,128,853,5,598,134,537,53,3,857,848,4,758,168,10,289,2,155,12,612
202204 ,서울,도봉구,92,76,631,4,667,81,390,50,2,729,575,3,354,129,8,402,2,19,10,550
202204 ,서울,동대문구,109,80,365,2,492,82,966,55,2,967,126,3,148,139,9,893,2,218,12,250
202204 ,서울,동작구,109,93,713,1,193,95,15,49,2,594,140,2,783,130,6,895,1,231,8,256
202204 ,서울,마포구,100,100,976,4,357,105,433,55,2,885,618,3,558,158,9,566,2,150,11,874
202204 ,서울,서대문구,190,75,49,3,64,78,303,98,2,281,404,2,783,134,6,5,1,883,8,22
202204 ,서울,서초구,207,150,865,5,40,156,112,127,3,281,714,4,122,174,10,779,4,882,15,835
202204 ,서울,성동구,123,82,721,8,972,91,816,47,2,159,860,3,66,178,8,617,2,62,10,857
202204 ,서울,성북구,95,104,554,2,137,106,786,47,3,228,1,127,4,402,149,8,875,1,742,10
202204 ,서울,송파구,124,204,876,6,839,211,839,98,4,558,1,648,6,304,157,25,13,5,271,30
202204 ,서울,양천구,119,127,225,4,425,131,769,56,3,492,756,4,304,135,11,635,2,816,14,586
202204 ,서울,영등포구,136,117,31,3,642,120,809,58,4,192,168,4,418,175,14,522,4,366,19,63
202204 ,서울,용산구,133,65,330,989,66,452,55,2,44,59,2,158,137,5,253,1,92,6,482,9
202204 ,서울,은평구,98,112,394,4,126,116,618,44,3,574,751,4,369,139,10,356,1,956,12,451
202204 ,서울,종로구,1,739,38,886,1,270,41,895,1,683,1,622,256,3,561,364,3,798,897,5
202204 ,서울,중구,276,46,465,2,824,49,565,775,1,893,261,2,929,181,4,896,1,933,7,10
202204 ,서울,중랑구,78,89,793,5,730,95,601,34,3,555,544,4,133,118,11,919,2,810,14,847
202204 ,서울,계,4,629,2,617,713,125,378,2,747,720,3,765,79,878,15,44,98,687,3,889
202205 ,서울,강남구,153,205,571,19,286,225,10,54,4,224,607,4,885,175,13,648,1,618,15,441
202205 ,서울,강동구,102,127,75,5,88,132,265,41,3,665,711,4,417,153,12,355,2,475,14,983
202205 ,서울,강북구,102,60,699,2,131,62,932,63,2,474,718,3,255,131,7,256,1,272,8,659
202205 ,서울,강서구,128,166,816,11,742,178,686,47,4,826,1,384,6,257,159,16,900,4,233,21
202205 ,서울,관악구,96,99,150,3,124,102,370,51,3,506,304,3,861,149,9,480,2,106,11,735
202205 ,서울,광진구,89,80,294,3,388,83,771,44,2,461,379,2,884,162,10,354,1,705,12,221
202205 ,서울,구로구,98,113,156,10,86,123,340,57,4,625,585,5,267,122,14,82,2,732,16,936
202205 ,서울,금천구,52,70,232,3,397,73,681,27,3,81,477,3,585,74,10,837,2,318,13,229
202205 ,서울,노원구,86,128,902,5,595,134,583,54,3,836,849,4,739,171,10,307,2,144,12,622
202205 ,서울,도봉구,92,76,745,4,690,81,527,51,2,709,575,3,335,125,8,397,2,31,10,553
202205 ,서울,동대문구,107,80,472,2,480,83,59,56,2,954,142,3,152,139,9,909,2,223,12,271
202205 ,서울,동작구,108,93,803,1,196,95,107,50,2,577,139,2,766,131,6,874,1,225,8,230
202205 ,서울,마포구,100,101,90,4,435,105,625,56,2,860,635,3,551,158,9,592,2,166,11,916
202205 ,서울,서대문구,190,75,200,3,93,78,483,98,2,275,407,2,780,132,6,12,1,873,8,17
202205 ,서울,서초구,206,150,804,5,97,156,107,127,3,256,730,4,113,174,10,843,4,868,15,885
202205 ,서울,성동구,123,82,808,8,920,91,851,47,2,135,868,3,50,178,8,619,2,66,10,863
202205 ,서울,성북구,96,104,784,2,135,107,15,47,3,227,1,127,4,401,149,8,848,1,742,10
202205 ,서울,송파구,125,205,123,6,899,212,147,97,4,549,1,646,6,292,156,24,813,5,376,30
202205 ,서울,양천구,119,127,239,4,428,131,786,57,3,493,759,4,309,134,11,581,2,867,14,582
202205 ,서울,영등포구,137,117,120,3,640,120,897,58,4,173,167,4,398,169,14,528,4,382,19,79
202205 ,서울,용산구,134,65,446,995,66,575,55,2,36,58,2,149,136,5,271,1,83,6,490,9
202205 ,서울,은평구,99,112,777,4,132,117,8,43,3,562,751,4,356,136,10,358,1,956,12,450
202205 ,서울,종로구,1,686,38,876,1,227,41,789,1,687,1,597,256,3,540,364,3,763,901,5
202205 ,서울,중구,276,46,190,2,789,49,255,758,1,893,260,2,911,183,4,906,1,912,7,1
202205 ,서울,중랑구,78,89,938,5,762,95,778,35,3,548,545,4,128,118,11,923,2,812,14,853
202205 ,서울,계,4,582,2,620,310,125,755,2,750,647,3,760,79,542,15,79,98,381,3,878
202206 ,서울,강남구,153,206,34,20,42,226,229,53,4,245,613,4,911,175,13,651,1,647,15,473
202206 ,서울,강동구,102,127,247,5,95,132,444,41,3,661,737,4,439,153,12,370,2,471,14,994
202206 ,서울,강북구,103,60,838,2,143,63,84,63,2,456,718,3,237,129,7,242,1,271,8,642
202206 ,서울,강서구,128,167,289,11,355,178,772,46,4,811,1,398,6,255,159,16,961,4,243,21
202206 ,서울,관악구,96,99,230,3,119,102,445,50,3,472,304,3,826,149,9,454,2,90,11,693
202206 ,서울,광진구,90,80,360,3,436,83,886,44,2,447,377,2,868,162,10,346,1,707,12,215
202206 ,서울,구로구,99,113,171,10,95,123,365,58,4,623,581,5,262,125,14,40,2,726,16,891
202206 ,서울,금천구,52,70,400,3,392,73,844,27,3,83,478,3,588,74,10,829,2,318,13,221
202206 ,서울,노원구,86,129,23,5,593,134,702,54,3,810,847,4,711,171,10,298,2,129,12,598
202206 ,서울,도봉구,92,76,786,4,684,81,562,52,2,698,575,3,325,125,8,366,2,38,10,529
202206 ,서울,동대문구,106,80,466,2,243,82,815,56,2,947,141,3,144,139,9,891,2,215,12,245
202206 ,서울,동작구,108,93,873,1,181,95,162,50,2,563,138,2,751,131,6,871,1,224,8,226
202206 ,서울,마포구,101,100,920,4,493,105,514,56,2,849,636,3,541,160,9,653,2,162,11,975
202206 ,서울,서대문구,190,75,266,3,105,78,561,107,2,263,406,2,776,132,5,996,1,863,7,991
202206 ,서울,서초구,207,150,682,5,162,156,51,128,3,232,728,4,88,180,10,841,4,959,15,980
202206 ,서울,성동구,121,82,825,8,896,91,842,46,2,127,897,3,70,191,8,667,1,939,10,797
202206 ,서울,성북구,96,104,927,2,137,107,160,47,3,201,1,129,4,377,149,8,823,1,741,10
202206 ,서울,송파구,125,205,376,6,977,212,478,96,4,521,1,653,6,270,156,24,808,5,436,30
202206 ,서울,양천구,119,127,248,4,459,131,826,58,3,463,761,4,282,134,11,558,2,882,14,574
202206 ,서울,영등포구,138,117,261,3,637,121,36,58,4,139,168,4,365,170,14,517,4,409,19,96
202206 ,서울,용산구,135,65,519,1,225,66,879,56,2,11,58,2,125,134,5,327,1,81,6,542
202206 ,서울,은평구,99,112,936,4,125,117,160,45,3,545,751,4,341,141,10,380,1,958,12,479
202206 ,서울,종로구,1,685,38,900,1,78,41,663,1,737,1,587,256,3,580,364,3,758,911,5
202206 ,서울,중구,277,45,842,2,729,48,848,758,1,887,261,2,906,187,4,885,1,845,6,917
202206 ,서울,중랑구,77,90,129,5,759,95,965,35,3,526,546,4,107,119,11,937,2,812,14,868
202206 ,서울,계,4,585,2,622,548,126,160,2,753,293,3,821,79,167,15,157,98,145,3,909
202207 ,서울,강남구,155,206,221,20,89,226,465,53,4,216,608,4,877,184,13,694,1,701,15,579
202207 ,서울,강동구,103,127,450,5,99,132,652,41,3,641,738,4,420,154,12,350,2,469,14,973
202207 ,서울,강북구,104,60,967,2,147,63,218,65,2,450,717,3,232,130,7,234,1,270,8,634
202207 ,서울,강서구,129,167,483,11,386,178,998,47,4,776,1,388,6,211,159,17,43,4,241,21
202207 ,서울,관악구,97,99,274,3,124,102,495,48,3,468,305,3,821,147,9,452,2,93,11,692
202207 ,서울,광진구,87,80,443,3,485,84,15,42,2,442,377,2,861,159,10,209,1,705,12,73
202207 ,서울,구로구,100,113,229,10,94,123,423,60,4,575,579,5,214,126,14,18,2,748,16,892
202207 ,서울,금천구,52,70,658,3,400,74,110,29,3,62,473,3,564,74,10,869,2,298,13,241
202207 ,서울,노원구,88,129,77,5,575,134,740,54,3,806,847,4,707,172,10,287,2,138,12,597
202207 ,서울,도봉구,92,76,882,4,703,81,677,52,2,681,575,3,308,125,8,336,2,41,10,502
202207 ,서울,동대문구,106,80,586,2,252,82,944,56,2,943,139,3,138,140,9,892,2,171,12,203
202207 ,서울,동작구,107,93,970,1,181,95,258,50,2,548,136,2,734,131,6,851,1,206,8,188
202207 ,서울,마포구,104,100,939,4,578,105,621,56,2,824,655,3,535,160,9,724,2,155,12,39
202207 ,서울,서대문구,191,75,359,3,105,78,655,108,2,241,408,2,757,133,5,993,1,861,7,987
202207 ,서울,서초구,204,150,800,5,41,156,45,127,3,218,750,4,95,177,10,810,4,950,15,937
202207 ,서울,성동구,120,82,853,8,789,91,762,46,2,115,901,3,62,193,8,714,1,937,10,844
202207 ,서울,성북구,94,105,123,2,138,107,355,47,3,198,1,125,4,370,151,8,792,1,738,10
202207 ,서울,송파구,125,205,778,7,78,212,981,98,4,516,1,657,6,271,157,24,553,5,423,30
202207 ,서울,양천구,120,127,526,4,456,132,102,57,3,452,759,4,268,134,11,567,2,897,14,598
202207 ,서울,영등포구,134,117,576,3,646,121,356,58,4,131,166,4,355,171,14,512,4,376,19,59
202207 ,서울,용산구,136,65,406,1,225,66,767,63,2,9,57,2,129,137,5,309,928,6,374,11
202207 ,서울,은평구,99,113,92,4,126,117,317,44,3,533,751,4,328,145,10,387,1,965,12,497
202207 ,서울,종로구,1,686,38,956,952,41,594,1,760,1,587,256,3,603,361,3,764,909,5,34
202207 ,서울,중구,277,45,561,2,682,48,520,757,1,880,255,2,892,187,4,943,1,876,7,6
202207 ,서울,중랑구,77,90,292,5,800,96,169,35,3,512,546,4,93,119,11,914,2,809,14,842
202207 ,서울,계,4,587,2,625,501,126,151,2,756,239,3,853,78,824,15,168,97,845,3,926
202208 ,서울,강남구,156,206,124,20,399,226,679,58,4,184,610,4,852,186,13,761,1,697,15,644
202208 ,서울,강동구,104,127,611,5,113,132,828,42,3,602,747,4,391,155,12,351,2,485,14,991
202208 ,서울,강북구,104,61,34,2,130,63,268,65,2,464,720,3,249,130,7,217,1,278,8,625
202208 ,서울,강서구,129,167,244,11,378,178,751,50,4,729,1,387,6,166,158,17,120,4,203,21
202208 ,서울,관악구,97,99,159,3,133,102,389,49,3,442,307,3,798,147,9,452,2,104,11,703
202208 ,서울,광진구,87,80,430,3,526,84,43,43,2,425,377,2,845,162,9,966,1,728,11,856
202208 ,서울,구로구,99,113,217,10,286,123,602,62,4,566,575,5,203,125,14,23,2,765,16,913
202208 ,서울,금천구,52,70,737,3,490,74,279,29,3,48,474,3,551,75,10,878,2,290,13,243
202208 ,서울,노원구,88,129,128,5,571,134,787,55,3,787,846,4,688,172,10,255,2,142,12,569
202208 ,서울,도봉구,94,76,871,4,706,81,671,54,2,657,575,3,286,125,8,337,2,32,10,494
202208 ,서울,동대문구,105,80,672,2,248,83,25,57,2,915,148,3,120,140,9,883,2,169,12,192
202208 ,서울,동작구,109,93,861,1,185,95,155,49,2,538,137,2,724,130,6,827,1,205,8,162
202208 ,서울,마포구,103,100,895,4,564,105,562,59,2,806,655,3,520,160,9,670,2,160,11,990
202208 ,서울,서대문구,197,75,543,3,125,78,865,108,2,240,429,2,777,133,6,13,1,861,8,7
202208 ,서울,서초구,204,150,325,5,93,155,622,130,3,212,753,4,95,176,10,789,4,946,15,911
202208 ,서울,성동구,124,82,686,8,812,91,622,46,2,98,905,3,49,187,8,741,1,928,10,856
202208 ,서울,성북구,94,105,174,2,143,107,411,48,3,199,1,123,4,370,151,8,783,1,741,10
202208 ,서울,송파구,125,205,829,7,105,213,59,97,4,515,1,658,6,270,158,24,558,5,410,30
202208 ,서울,양천구,122,127,458,4,462,132,42,59,3,445,758,4,262,138,11,542,2,892,14,572
202208 ,서울,영등포구,133,117,710,3,651,121,494,58,4,110,163,4,331,169,14,463,4,366,18,998
202208 ,서울,용산구,244,65,451,1,227,66,922,128,2,5,57,2,190,145,5,290,813,6,248,11
202208 ,서울,은평구,100,113,119,4,116,117,335,48,3,504,750,4,302,143,10,328,1,971,12,442
202208 ,서울,종로구,1,515,38,965,879,41,359,1,696,1,589,254,3,539,353,3,752,905,5,10
202208 ,서울,중구,283,45,397,2,663,48,343,758,1,880,228,2,866,185,4,864,1,852,6,901
202208 ,서울,중랑구,79,90,350,5,830,96,259,38,3,509,554,4,101,119,11,920,2,853,14,892
202208 ,서울,계,4,547,2,624,990,126,835,2,756,372,3,886,78,469,15,190,97,545,3,922
202209 ,서울,강남구,156,206,457,20,38,226,651,57,4,164,607,4,828,186,13,839,1,699,15,724
202209 ,서울,강동구,104,127,777,5,121,133,2,44,3,596,770,4,410,156,12,372,2,474,15,2
202209 ,서울,강북구,103,60,968,2,101,63,172,64,2,448,720,3,232,133,7,228,1,274,8,635
202209 ,서울,강서구,129,167,354,11,300,178,783,50,4,700,1,388,6,138,158,17,141,4,197,21
202209 ,서울,관악구,96,99,386,3,144,102,626,51,3,432,307,3,790,147,9,462,2,103,11,712
202209 ,서울,광진구,85,80,477,3,534,84,96,43,2,399,375,2,817,162,9,658,1,728,11,548
