년월,시도명,시군구,승용관용,승용자가용,승용영업용,승용계,승합관용,승합자가용,승합영업용,승합계,화물관용,화물자가용,화물영업용,화물계,특수관용,특수자가용,특수영업용,특수계,관용,자가용,영업용,계
202307 ,서울,마포구,92,102,52,4,412,106,556,56,2,671,681,3,408,165,9,526,2,221,11,912
202307 ,서울,서대문구,206,77,666,3,217,81,89,100,2,152,428,2,680,132,5,997,1,799,7,928
202307 ,서울,서초구,188,151,910,4,124,156,222,133,3,59,692,3,884,181,10,695,4,766,15,642
202307 ,서울,성동구,123,82,244,8,103,90,470,47,1,888,889,2,824,179,8,630,1,870,10,679
202307 ,서울,성북구,96,105,576,2,123,107,795,49,3,16,1,128,4,193,144,8,695,1,739,10
202307 ,서울,송파구,131,207,384,7,192,214,707,97,4,259,1,711,6,67,166,18,229,5,8,23
202307 ,서울,양천구,127,127,754,4,413,132,294,60,3,274,754,4,88,140,11,369,2,931,14,440
202307 ,서울,영등포구,132,118,240,2,969,121,341,58,3,903,170,4,131,169,13,695,4,408,18,272
202307 ,서울,용산구,247,65,436,1,322,67,5,122,1,933,66,2,121,147,5,219,784,6,150,12
202307 ,서울,은평구,96,112,825,4,94,117,15,43,3,241,737,4,21,138,10,94,1,996,12,228
202307 ,서울,종로구,1,587,39,412,584,41,583,1,553,1,533,260,3,346,343,3,665,1,588,5
202307 ,서울,중구,297,43,839,1,851,45,987,866,1,842,224,2,932,183,5,413,1,192,6,788
202307 ,서울,중랑구,80,91,380,5,941,97,401,33,3,280,534,3,847,123,11,811,2,821,14,755
202307 ,서울,계,4,661,2,646,708,121,343,2,772,712,3,810,74,341,15,146,93,297,3,935
202308 ,서울,강남구,164,211,741,19,6,230,911,56,4,43,552,4,651,180,13,601,2,577,16,358
202308 ,서울,강동구,112,128,888,5,97,134,97,41,3,451,811,4,303,154,12,195,2,500,14,849
202308 ,서울,강북구,102,60,875,2,106,63,83,65,2,301,718,3,84,133,7,138,1,294,8,565
202308 ,서울,강서구,137,167,168,10,500,177,805,44,4,479,1,361,5,884,163,16,601,4,288,21
202308 ,서울,관악구,94,99,874,3,94,103,62,46,3,214,344,3,604,146,9,368,2,205,11,719
202308 ,서울,광진구,91,80,834,3,226,84,151,43,2,266,338,2,647,183,8,971,1,700,10,854
202308 ,서울,구로구,107,115,790,10,22,125,919,62,4,356,547,4,965,130,14,119,2,713,16,962
202308 ,서울,금천구,57,71,808,3,543,75,408,29,2,861,462,3,352,77,10,920,2,315,13,312
202308 ,서울,노원구,83,129,600,5,527,135,210,52,3,513,822,4,387,173,10,64,2,143,12,380
202308 ,서울,도봉구,94,76,785,4,690,81,569,50,2,469,591,3,110,125,8,83,2,32,10,240
202308 ,서울,동대문구,103,83,388,2,740,86,231,56,2,723,158,2,937,137,9,887,2,189,12,213
202308 ,서울,동작구,112,94,694,1,154,95,960,45,2,365,131,2,541,123,6,597,1,181,7,901
202308 ,서울,마포구,92,101,964,4,423,106,479,56,2,664,674,3,394,165,9,466,2,223,11,854
202308 ,서울,서대문구,207,77,588,3,217,81,12,101,2,141,426,2,668,132,5,979,1,797,7,908
202308 ,서울,서초구,187,151,948,4,95,156,230,132,3,19,688,3,839,180,10,727,4,810,15,717
202308 ,서울,성동구,123,82,113,7,881,90,117,47,1,896,889,2,832,175,8,554,1,876,10,605
202308 ,서울,성북구,96,105,471,2,129,107,696,50,3,7,1,128,4,185,144,8,668,1,732,10
202308 ,서울,송파구,132,207,113,7,215,214,460,97,4,231,1,711,6,39,165,18,80,5,4,23
202308 ,서울,양천구,126,127,766,4,455,132,347,61,3,272,753,4,86,141,11,362,2,926,14,429
202308 ,서울,영등포구,131,118,4,2,958,121,93,58,3,871,172,4,101,169,13,651,4,415,18,235
202308 ,서울,용산구,253,65,356,1,312,66,921,123,1,921,66,2,110,147,5,236,782,6,165,11
202308 ,서울,은평구,95,113,567,4,103,117,765,43,3,215,735,3,993,139,10,81,2,10,12,230
202308 ,서울,종로구,1,520,39,437,555,41,512,1,556,1,523,258,3,337,342,3,658,1,582,5
202308 ,서울,중구,296,43,676,1,777,45,749,786,1,838,222,2,846,183,5,390,1,191,6,764
202308 ,서울,중랑구,82,91,302,5,921,97,305,33,3,260,532,3,825,123,11,760,2,812,14,695
202308 ,서울,계,4,596,2,646,750,120,746,2,772,92,3,732,73,899,15,89,92,720,3,929
202309 ,서울,강남구,158,211,949,18,861,230,968,57,4,20,556,4,633,179,13,776,2,465,16,420
202309 ,서울,강동구,112,128,897,5,105,134,114,41,3,415,799,4,255,154,12,178,2,516,14,848
202309 ,서울,강북구,102,60,847,2,110,63,59,65,2,287,716,3,68,133,7,139,1,299,8,571
202309 ,서울,강서구,135,167,147,10,372,177,654,45,4,438,1,358,5,841,162,16,490,4,350,21
202309 ,서울,관악구,94,99,872,3,105,103,71,47,3,200,345,3,592,146,9,342,2,205,11,693
202309 ,서울,광진구,91,81,51,3,224,84,366,42,2,249,336,2,627,185,8,991,1,682,10,858
202309 ,서울,구로구,106,115,835,10,25,125,966,62,4,348,546,4,956,130,14,88,2,717,16,935
202309 ,서울,금천구,57,71,797,3,561,75,415,31,2,851,462,3,344,78,10,900,2,322,13,300
202309 ,서울,노원구,83,129,781,5,528,135,392,52,3,493,818,4,363,175,10,54,2,144,12,373
202309 ,서울,도봉구,94,76,731,4,699,81,524,50,2,445,591,3,86,128,8,56,2,40,10,224
202309 ,서울,동대문구,102,83,824,2,754,86,680,56,2,728,157,2,941,136,9,888,2,190,12,214
202309 ,서울,동작구,113,94,731,1,153,95,997,45,2,350,131,2,526,124,6,562,1,181,7,867
202309 ,서울,마포구,92,101,963,4,392,106,447,56,2,646,668,3,370,166,9,445,2,226,11,837
202309 ,서울,서대문구,208,77,620,3,220,81,48,103,2,133,425,2,661,133,5,976,1,789,7,898
202309 ,서울,서초구,187,152,741,4,96,157,24,132,3,5,684,3,821,183,10,758,4,832,15,773
202309 ,서울,성동구,120,82,92,7,921,90,133,48,1,890,894,2,832,175,8,533,1,872,10,580
202309 ,서울,성북구,96,105,497,2,122,107,715,50,2,984,1,129,4,163,145,8,624,1,722,10
202309 ,서울,송파구,129,207,324,7,282,214,735,99,4,208,1,690,5,997,166,18,50,4,995,23
202309 ,서울,양천구,127,127,915,4,452,132,494,62,3,245,755,4,62,142,11,339,2,931,14,412
202309 ,서울,영등포구,130,118,155,2,951,121,236,59,3,869,172,4,100,169,13,625,4,401,18,195
202309 ,서울,용산구,254,65,343,1,295,66,892,123,1,914,68,2,105,146,5,234,786,6,166,11
202309 ,서울,은평구,101,114,146,4,114,118,361,44,3,202,734,3,980,138,10,74,2,32,12,244
202309 ,서울,종로구,1,515,39,475,554,41,544,1,521,1,517,258,3,296,343,3,665,1,575,5
202309 ,서울,중구,298,43,451,1,714,45,463,787,1,841,219,2,847,183,5,375,1,189,6,747
202309 ,서울,중랑구,81,91,372,5,934,97,387,32,3,234,532,3,798,124,11,762,2,803,14,689
202309 ,서울,계,4,585,2,649,556,120,544,2,774,685,3,709,73,512,15,43,92,264,3,943
202310 ,서울,강남구,159,212,274,18,962,231,395,56,4,30,550,4,636,179,13,665,2,397,16,241
202310 ,서울,강동구,113,128,922,5,59,134,94,41,3,399,794,4,234,154,12,187,2,507,14,848
202310 ,서울,강북구,102,60,695,2,113,62,910,65,2,254,718,3,37,133,7,102,1,301,8,536
202310 ,서울,강서구,134,167,262,10,314,177,710,46,4,389,1,359,5,794,161,16,451,4,364,20
202310 ,서울,관악구,93,99,836,3,109,103,38,47,3,155,345,3,547,146,9,326,2,197,11,669
202310 ,서울,광진구,91,81,44,3,123,84,258,42,2,237,332,2,611,184,8,973,1,637,10,794
202310 ,서울,구로구,107,115,828,9,988,125,923,61,4,310,535,4,906,128,14,95,2,714,16,937
202310 ,서울,금천구,56,71,757,3,550,75,363,31,2,825,464,3,320,78,10,899,2,332,13,309
202310 ,서울,노원구,83,129,771,5,515,135,369,52,3,469,818,4,339,177,10,42,2,146,12,365
202310 ,서울,도봉구,94,76,699,4,709,81,502,50,2,432,584,3,66,127,8,65,2,47,10,239
202310 ,서울,동대문구,102,84,87,2,800,86,989,56,2,712,155,2,923,137,9,927,2,190,12,254
202310 ,서울,동작구,113,94,615,1,150,95,878,46,2,344,132,2,522,125,6,560,1,187,7,872
202310 ,서울,마포구,95,101,885,4,380,106,360,56,2,651,659,3,366,165,9,434,2,274,11,873
202310 ,서울,서대문구,207,77,559,3,230,80,996,103,2,127,422,2,652,135,5,955,1,789,7,879
202310 ,서울,서초구,184,152,688,4,36,156,908,132,2,988,655,3,775,181,10,762,4,861,15,804
202310 ,서울,성동구,121,82,18,8,576,90,715,48,1,868,904,2,820,175,8,464,1,862,10,501
202310 ,서울,성북구,96,105,482,2,129,107,707,50,2,962,1,132,4,144,145,8,628,1,724,10
202310 ,서울,송파구,130,207,375,7,330,214,835,99,4,166,1,695,5,960,165,18,14,5,11,23
202310 ,서울,양천구,127,127,918,4,438,132,483,62,3,223,756,4,41,141,11,281,2,941,14,363
202310 ,서울,영등포구,130,118,159,2,948,121,237,59,3,865,173,4,97,168,13,583,4,401,18,152
202310 ,서울,용산구,252,65,235,1,294,66,781,123,1,901,68,2,92,145,5,217,786,6,148,11
202310 ,서울,은평구,101,114,470,4,109,118,680,44,3,181,737,3,962,141,10,37,2,33,12,211
202310 ,서울,종로구,1,516,39,489,550,41,555,1,524,1,508,259,3,291,346,3,655,1,568,5
202310 ,서울,중구,304,43,215,1,628,45,147,785,1,837,219,2,841,184,5,366,1,194,6,744
202310 ,서울,중랑구,82,91,317,5,883,97,282,32,3,203,531,3,766,124,11,757,2,803,14,684
202310 ,서울,계,4,592,2,649,600,120,923,2,775,115,3,710,73,36,14,996,91,742,3,944
202311 ,서울,강남구,161,212,390,18,512,231,63,57,4,26,546,4,629,181,13,655,2,375,16,211
202311 ,서울,강동구,112,129,135,5,67,134,314,41,3,376,799,4,216,154,12,159,2,544,14,857
202311 ,서울,강북구,102,60,651,2,100,62,853,66,2,246,717,3,29,135,7,71,1,304,8,510
202311 ,서울,강서구,134,167,859,10,181,178,174,44,4,362,1,349,5,755,163,16,446,4,359,20
202311 ,서울,관악구,92,99,764,3,98,102,954,46,3,137,345,3,528,145,9,287,2,204,11,636
202311 ,서울,광진구,93,80,988,3,103,84,184,44,2,229,336,2,609,183,8,966,1,632,10,781
202311 ,서울,구로구,107,115,780,9,957,125,844,63,4,274,533,4,870,128,14,10,2,716,16,854
202311 ,서울,금천구,56,71,779,3,531,75,366,31,2,801,464,3,296,79,10,875,2,324,13,278
202311 ,서울,노원구,83,129,843,5,500,135,426,53,3,466,816,4,335,177,10,37,2,151,12,365
202311 ,서울,도봉구,94,76,756,4,696,81,546,50,2,421,594,3,65,129,8,42,2,50,10,221
202311 ,서울,동대문구,103,84,245,2,815,87,163,57,2,678,153,2,888,138,9,917,2,202,12,257
202311 ,서울,동작구,114,94,630,1,148,95,892,47,2,320,132,2,499,126,6,548,1,190,7,864
202311 ,서울,마포구,95,102,5,4,347,106,447,53,2,637,635,3,325,171,9,427,2,278,11,876
202311 ,서울,서대문구,207,77,594,3,215,81,16,101,2,105,403,2,609,136,5,924,1,792,7,852
202311 ,서울,서초구,179,152,815,4,37,157,31,133,2,986,647,3,766,182,10,767,4,867,15,816
202311 ,서울,성동구,121,82,110,8,536,90,767,49,1,860,923,2,832,175,8,458,1,869,10,502
202311 ,서울,성북구,96,105,478,2,134,107,708,50,2,957,1,133,4,140,145,8,624,1,723,10
202311 ,서울,송파구,128,207,431,7,277,214,836,103,4,159,1,663,5,925,165,17,970,5,4,23
202311 ,서울,양천구,127,128,23,4,420,132,570,62,3,201,753,4,16,141,11,239,2,941,14,321
202311 ,서울,영등포구,125,118,310,2,976,121,411,59,3,851,172,4,82,165,13,551,4,417,18,133
202311 ,서울,용산구,253,65,75,1,274,66,602,124,1,882,67,2,73,153,5,219,778,6,150,11
202311 ,서울,은평구,101,114,571,4,120,118,792,44,3,143,738,3,925,140,10,33,2,32,12,205
202311 ,서울,종로구,1,515,39,512,547,41,574,1,524,1,501,257,3,282,349,3,654,1,567,5
202311 ,서울,중구,300,42,994,1,576,44,870,805,1,826,216,2,847,181,5,331,1,197,6,709
202311 ,서울,중랑구,82,91,314,5,903,97,299,32,3,172,529,3,733,124,11,765,2,790,14,679
202311 ,서울,계,4,580,2,651,52,120,70,2,775,702,3,738,72,616,14,920,91,274,3,965
202312 ,서울,강남구,156,214,156,18,168,232,480,57,3,998,546,4,601,180,13,678,2,385,16,243
202312 ,서울,강동구,113,129,380,5,55,134,548,41,3,381,789,4,211,148,12,124,2,548,14,820
202312 ,서울,강북구,105,60,580,2,105,62,790,65,2,228,717,3,10,132,7,39,1,305,8,476
202312 ,서울,강서구,134,168,214,10,66,178,414,44,4,339,1,337,5,720,168,16,467,4,378,21
202312 ,서울,관악구,92,99,596,3,90,102,778,47,3,129,346,3,522,144,9,264,2,224,11,632
202312 ,서울,광진구,93,80,880,3,85,84,58,45,2,222,334,2,601,182,8,900,1,648,10,730
202312 ,서울,구로구,107,115,645,9,918,125,670,63,4,256,530,4,849,129,13,977,2,710,16,816
202312 ,서울,금천구,55,71,744,3,518,75,317,31,2,793,455,3,279,74,10,852,2,321,13,247
202312 ,서울,노원구,83,129,767,5,496,135,346,56,3,438,815,4,309,174,10,0,2,158,12,332
202312 ,서울,도봉구,92,76,763,4,664,81,519,48,2,403,582,3,33,125,8,32,2,62,10,219
202312 ,서울,동대문구,104,84,257,2,879,87,240,57,2,674,152,2,883,136,9,873,2,201,12,210
202312 ,서울,동작구,110,94,584,1,144,95,838,47,2,308,133,2,488,122,6,509,1,198,7,829
202312 ,서울,마포구,95,101,937,4,325,106,357,55,2,636,633,3,324,172,9,372,2,279,11,823
202312 ,서울,서대문구,207,77,539,3,208,80,954,101,2,105,404,2,610,133,5,894,1,806,7,833
202312 ,서울,서초구,178,152,891,3,992,157,61,135,3,13,644,3,792,182,10,748,4,858,15,788
202312 ,서울,성동구,129,82,202,8,443,90,774,50,1,866,926,2,842,175,8,441,1,873,10,489
202312 ,서울,성북구,96,105,387,2,126,107,609,50,2,954,1,130,4,134,142,8,609,1,714,10
202312 ,서울,송파구,127,207,167,7,292,214,586,100,4,142,1,650,5,892,165,17,875,5,4,23
202312 ,서울,양천구,127,127,890,4,414,132,431,60,3,187,751,3,998,141,11,179,2,946,14,266
202312 ,서울,영등포구,125,118,319,2,945,121,389,59,3,848,173,4,80,166,13,512,4,422,18,100
202312 ,서울,용산구,250,64,908,1,288,66,446,123,1,880,67,2,70,154,5,154,774,6,82,11
202312 ,서울,은평구,100,114,497,4,125,118,722,44,3,118,737,3,899,141,9,982,2,45,12,168
202312 ,서울,종로구,1,579,39,459,560,41,598,1,535,1,502,266,3,303,348,3,677,1,563,5
202312 ,서울,중구,298,42,868,1,533,44,699,862,1,817,213,2,892,180,5,336,1,200,6,716
202312 ,서울,중랑구,83,91,504,5,905,97,492,32,3,151,542,3,725,121,11,730,2,810,14,661
202312 ,서울,계,4,638,2,652,134,119,344,2,776,116,3,807,72,388,14,872,91,67,3,934
202401 ,서울,강남구,154,215,268,17,940,233,362,57,4,24,543,4,624,179,13,704,2,398,16,281
202401 ,서울,강동구,114,129,486,5,41,134,641,41,3,357,800,4,198,148,12,102,2,545,14,795
202401 ,서울,강북구,105,60,527,2,98,62,730,67,2,221,718,3,6,132,7,24,1,310,8,466
202401 ,서울,강서구,135,168,140,9,873,178,148,44,4,338,1,332,5,714,170,16,444,4,369,20
202401 ,서울,관악구,91,99,635,3,79,102,805,47,3,122,347,3,516,145,9,211,2,225,11,581
202401 ,서울,광진구,93,80,891,3,64,84,48,45,2,206,331,2,582,175,8,876,1,652,10,703
202401 ,서울,구로구,107,115,687,9,885,125,679,62,4,234,533,4,829,129,13,959,2,696,16,784
202401 ,서울,금천구,55,71,729,3,480,75,264,31,2,774,450,3,255,74,10,848,2,322,13,244
202401 ,서울,노원구,83,129,730,5,464,135,277,56,3,430,785,4,271,175,9,989,2,167,12,331
202401 ,서울,도봉구,92,76,748,4,656,81,496,48,2,382,582,3,12,125,8,36,2,60,10,221
202401 ,서울,동대문구,103,84,309,2,897,87,309,55,2,666,154,2,875,138,9,861,2,204,12,203
202401 ,서울,동작구,111,94,545,1,174,95,830,47,2,311,135,2,493,122,6,515,1,206,7,843
202401 ,서울,마포구,95,101,936,4,264,106,295,54,2,623,625,3,302,172,9,353,2,276,11,801
202401 ,서울,서대문구,196,77,579,3,215,80,990,99,2,74,401,2,574,129,5,860,1,814,7,803
202401 ,서울,서초구,178,152,590,4,51,156,819,134,3,8,662,3,804,181,10,781,4,841,15,803
202401 ,서울,성동구,131,82,331,8,751,91,213,50,1,861,953,2,864,178,8,416,1,869,10,463
202401 ,서울,성북구,95,105,347,2,47,107,489,50,2,942,1,112,4,104,144,8,589,1,722,10
202401 ,서울,송파구,127,207,7,7,248,214,382,101,4,120,1,631,5,852,165,17,816,5,3,22
202401 ,서울,양천구,128,128,184,4,401,132,713,60,3,169,755,3,984,140,11,176,2,946,14,262
202401 ,서울,영등포구,125,118,489,2,955,121,569,58,3,821,173,4,52,166,13,475,4,424,18,65
202401 ,서울,용산구,251,64,717,1,303,66,271,122,1,859,65,2,46,154,5,131,776,6,61,12
202401 ,서울,은평구,99,114,501,4,57,118,657,44,3,107,730,3,881,139,9,947,2,70,12,156
202401 ,서울,종로구,1,649,39,483,550,41,682,1,534,1,506,262,3,302,346,3,656,1,567,5
202401 ,서울,중구,298,42,612,1,507,44,417,862,1,810,222,2,894,178,5,330,1,209,6,717
202401 ,서울,중랑구,83,91,639,5,934,97,656,32,3,120,558,3,710,121,11,685,2,829,14,635
202401 ,서울,계,4,698,2,653,110,118,934,2,776,742,3,800,72,85,14,859,90,744,3,925
202402 ,서울,강남구,154,217,167,17,423,234,744,57,4,19,535,4,611,178,13,694,2,433,16,305
202402 ,서울,강동구,107,129,782,5,16,134,905,41,3,357,803,4,201,148,12,99,2,553,14,800
202402 ,서울,강북구,106,60,478,2,93,62,677,67,2,212,718,2,997,132,7,14,1,305,8,451
202402 ,서울,강서구,135,167,515,9,766,177,416,43,4,326,1,334,5,703,168,16,443,4,377,20
202402 ,서울,관악구,91,99,507,3,60,102,658,46,3,109,346,3,501,144,9,185,2,235,11,564
202402 ,서울,광진구,93,80,763,3,31,83,887,45,2,202,331,2,578,175,8,841,1,650,10,666
202402 ,서울,구로구,107,115,571,9,868,125,546,62,4,213,532,4,807,129,13,963,2,682,16,774
202402 ,서울,금천구,58,71,702,3,476,75,236,31,2,758,450,3,239,72,10,861,2,310,13,243
202402 ,서울,노원구,84,129,689,5,463,135,236,58,3,413,780,4,251,175,9,960,2,167,12,302
202402 ,서울,도봉구,92,76,705,4,643,81,440,48,2,370,591,3,9,125,8,66,2,54,10,245
202402 ,서울,동대문구,102,84,302,2,894,87,298,55,2,664,154,2,873,132,9,868,2,194,12,194
202402 ,서울,동작구,111,94,422,1,139,95,672,47,2,305,132,2,484,122,6,527,1,208,7,857
202402 ,서울,마포구,95,101,740,4,212,106,47,54,2,612,624,3,290,172,9,366,2,253,11,791
202402 ,서울,서대문구,196,77,623,3,216,81,35,99,2,79,404,2,582,131,5,866,1,809,7,806
202402 ,서울,서초구,173,152,578,3,949,156,700,130,2,992,663,3,785,181,10,779,4,822,15,782
202402 ,서울,성동구,131,82,260,8,753,91,144,49,1,867,962,2,878,176,8,394,1,878,10,448
202402 ,서울,성북구,95,105,227,2,41,107,363,49,2,929,1,111,4,89,143,8,578,1,724,10
202402 ,서울,송파구,127,207,281,7,280,214,688,101,4,101,1,645,5,847,163,17,852,4,937,22
202402 ,서울,양천구,130,128,393,4,374,132,897,60,3,180,756,3,996,140,11,195,2,948,14,283
202402 ,서울,영등포구,126,118,454,2,930,121,510,58,3,802,177,4,37,166,13,481,4,435,18,82
202402 ,서울,용산구,248,64,540,1,294,66,82,121,1,846,71,2,38,153,5,80,779,6,12,12
202402 ,서울,은평구,99,114,406,4,61,118,566,45,3,87,729,3,861,139,9,951,2,72,12,162
202402 ,서울,종로구,1,652,39,459,547,41,658,1,535,1,500,257,3,292,347,3,659,1,566,5
202402 ,서울,중구,296,42,428,1,482,44,206,861,1,803,217,2,881,176,5,347,1,210,6,733
202402 ,서울,중랑구,83,91,711,5,919,97,713,32,3,108,559,3,699,122,11,708,2,818,14,648
202402 ,서울,계,4,691,2,653,703,117,930,2,776,324,3,794,71,854,14,881,90,529,3,909
202403 ,서울,강남구,154,217,524,17,38,234,716,58,3,986,533,4,577,178,13,665,2,426,16,269
202403 ,서울,강동구,107,130,110,4,976,135,193,41,3,336,798,4,175,147,12,26,2,539,14,712
202403 ,서울,강북구,107,60,324,2,91,62,522,67,2,188,718,2,973,132,6,968,1,298,8,398
202403 ,서울,강서구,135,167,537,9,656,177,328,43,4,300,1,332,5,675,167,16,369,4,362,20
202403 ,서울,관악구,89,99,440,3,53,102,582,46,3,83,346,3,475,143,9,139,2,221,11,503
202403 ,서울,광진구,92,80,662,3,13,83,767,45,2,190,334,2,569,175,8,813,1,647,10,635
202403 ,서울,구로구,106,115,590,10,17,125,713,62,4,154,538,4,754,129,13,933,2,656,16,718
202403 ,서울,금천구,58,71,800,3,440,75,298,32,2,709,451,3,192,72,10,805,2,312,13,189
202403 ,서울,노원구,85,129,620,5,453,135,158,58,3,391,773,4,222,174,9,908,2,157,12,239
202403 ,서울,도봉구,91,76,681,4,623,81,395,48,2,352,575,2,975,125,8,49,2,52,10,226
202403 ,서울,동대문구,101,84,444,2,900,87,445,55,2,642,154,2,851,131,9,824,2,185,12,140
202403 ,서울,동작구,111,94,504,1,122,95,737,47,2,268,131,2,446,122,6,507,1,206,7,835
202403 ,서울,마포구,93,101,803,4,188,106,84,54,2,595,620,3,269,170,9,374,2,244,11,788
202403 ,서울,서대문구,197,77,606,3,225,81,28,99,2,65,401,2,565,129,5,865,1,802,7,796
202403 ,서울,서초구,172,152,542,3,972,156,686,129,2,974,665,3,768,181,10,718,4,816,15,715
202403 ,서울,성동구,131,82,262,8,640,91,33,49,1,863,956,2,868,176,8,367,1,881,10,424
202403 ,서울,성북구,94,105,211,2,43,107,348,48,2,910,1,99,4,57,143,8,569,1,721,10
202403 ,서울,송파구,128,207,115,7,270,214,513,100,4,99,1,654,5,853,163,17,820,4,954,22
202403 ,서울,양천구,129,127,854,4,361,132,344,60,3,114,756,3,930,140,11,116,2,939,14,195
202403 ,서울,영등포구,126,118,455,2,950,121,531,58,3,793,179,4,30,167,13,407,4,425,17,999
202403 ,서울,용산구,246,64,323,1,278,65,847,121,1,819,72,2,12,153,5,19,800,5,972,12
202403 ,서울,은평구,99,114,527,4,47,118,673,45,3,54,730,3,829,139,9,951,2,63,12,153
202403 ,서울,종로구,1,669,39,450,245,41,364,1,537,1,486,248,3,271,346,3,659,1,558,5
202403 ,서울,중구,297,42,304,1,764,44,365,861,1,793,228,2,882,176,5,326,1,178,6,680
202403 ,서울,중랑구,84,91,698,5,934,97,716,32,3,67,570,3,669,122,11,681,2,829,14,632
202403 ,서울,계,4,701,2,653,386,117,299,2,775,386,3,795,71,231,14,861,89,887,3,900
202404 ,서울,강남구,154,217,733,16,813,234,700,58,3,984,531,4,573,179,13,682,2,421,16,282
202404 ,서울,강동구,108,130,444,4,970,135,522,41,3,308,732,4,81,147,12,12,2,532,14,691
202404 ,서울,강북구,107,60,285,2,79,62,471,67,2,174,717,2,958,132,6,958,1,295,8,385
202404 ,서울,강서구,135,167,543,9,483,177,161,43,4,289,1,323,5,655,169,16,357,4,328,20
202404 ,서울,관악구,90,99,437,3,34,102,561,45,3,60,347,3,452,143,9,112,2,224,11,479
202404 ,서울,광진구,92,80,705,3,34,83,831,45,2,172,334,2,551,173,8,793,1,640,10,606
202404 ,서울,구로구,106,115,570,9,992,125,668,62,4,110,584,4,756,127,13,905,2,655,16,687
202404 ,서울,금천구,58,71,782,3,414,75,254,32,2,698,451,3,181,72,10,798,2,317,13,187
202404 ,서울,노원구,83,129,687,5,446,135,216,54,3,388,771,4,213,177,9,885,2,163,12,225
202404 ,서울,도봉구,92,76,655,4,619,81,366,48,2,330,635,3,13,125,8,21,2,59,10,205
202404 ,서울,동대문구,100,84,548,2,887,87,535,54,2,629,142,2,825,131,9,793,2,199,12,123
202404 ,서울,동작구,111,94,610,1,114,95,835,47,2,248,132,2,427,122,6,498,1,200,7,820
202404 ,서울,마포구,93,101,846,4,186,106,125,54,2,578,623,3,255,177,9,367,2,228,11,772
202404 ,서울,서대문구,197,77,645,3,260,81,102,100,2,52,400,2,552,130,5,861,1,790,7,781
202404 ,서울,서초구,172,152,561,3,918,156,651,129,2,968,666,3,763,187,10,724,4,803,15,714
202404 ,서울,성동구,131,82,289,8,711,91,131,47,1,851,960,2,858,176,8,355,1,878,10,409
202404 ,서울,성북구,94,105,236,2,42,107,372,48,2,894,1,100,4,42,138,8,555,1,718,10
202404 ,서울,송파구,127,207,155,7,316,214,598,98,4,67,1,622,5,787,164,17,742,4,873,22
202404 ,서울,양천구,129,127,483,4,353,131,965,60,3,114,760,3,934,142,11,56,2,935,14,133
202404 ,서울,영등포구,129,118,551,2,927,121,607,58,3,758,179,3,995,168,13,409,4,425,18,2
202404 ,서울,용산구,248,64,49,1,258,65,555,118,1,808,73,1,999,153,4,978,832,5,963,12
202404 ,서울,은평구,100,114,534,4,53,118,687,45,3,35,743,3,823,140,9,903,2,61,12,104
202404 ,서울,종로구,1,671,39,381,239,41,291,1,536,1,482,249,3,267,347,3,645,1,562,5
202404 ,서울,중구,299,42,92,1,733,44,124,860,1,791,232,2,883,175,5,317,1,182,6,674
202404 ,서울,중랑구,84,91,736,5,906,97,726,33,3,52,573,3,658,122,11,688,2,826,14,636
202404 ,서울,계,4,710,2,653,557,116,787,2,775,54,3,782,70,840,14,879,89,501,3,916
202405 ,서울,강남구,153,218,216,16,595,234,964,58,3,957,534,4,549,179,13,661,2,436,16,276
202405 ,서울,강동구,108,130,717,4,948,135,773,41,3,284,730,4,55,146,11,977,2,533,14,656
202405 ,서울,강북구,108,60,247,2,80,62,435,68,2,157,716,2,941,132,6,981,1,287,8,400
202405 ,서울,강서구,133,167,760,9,291,177,184,43,4,274,1,323,5,640,167,16,384,4,298,20
202405 ,서울,관악구,90,99,475,3,40,102,605,45,3,49,346,3,440,143,9,93,2,216,11,452
202405 ,서울,광진구,92,80,732,3,39,83,863,45,2,153,336,2,534,172,8,726,1,636,10,534
202405 ,서울,구로구,107,115,550,9,830,125,487,62,4,76,585,4,723,127,13,875,2,653,16,655
202405 ,서울,금천구,58,71,786,3,389,75,233,32,2,672,452,3,156,72,10,767,2,335,13,174
202405 ,서울,노원구,83,129,619,5,452,135,154,54,3,374,770,4,198,177,9,890,2,163,12,230
202405 ,서울,도봉구,92,76,631,4,603,81,326,48,2,316,631,2,995,124,7,974,2,57,10,155
202405 ,서울,동대문구,100,84,564,2,917,87,581,53,2,608,146,2,807,131,9,760,2,204,12,95
202405 ,서울,동작구,111,94,712,1,107,95,930,46,2,237,131,2,414,124,6,545,1,189,7,858
202405 ,서울,마포구,94,101,911,4,197,106,202,55,2,556,637,3,248,179,9,344,2,220,11,743
202405 ,서울,서대문구,200,77,698,3,298,81,196,106,2,47,402,2,555,141,5,879,1,793,7,813
202405 ,서울,서초구,206,152,523,3,880,156,609,129,2,948,671,3,748,182,10,715,4,788,15,685
202405 ,서울,성동구,131,82,350,8,778,91,259,46,1,838,953,2,837,179,8,318,1,879,10,376
202405 ,서울,성북구,94,105,272,2,22,107,388,48,2,860,1,101,4,9,138,8,550,1,711,10
202405 ,서울,송파구,126,207,215,7,376,214,717,97,4,63,1,633,5,793,163,17,698,4,801,22
